Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Gender,Relationship_Status,Hometown,Unit,Decision_skill_possess,Compensation_and_Benefits,Attrition_rate
32.0,5,8.0,1,22,0,1,9.0,3.0,3,-0.1048,-0.4537,1.0,4,6,3,0,0,0,3,1,3,0.1874
30.0,3,6.0,3,58,0,2,9.0,1.0,3,-0.1048,-0.4537,2.0,1,7,5,0,1,3,2,1,3,0.4707
54.0,3,22.0,1,49,1,1,4.0,1.0,4,-0.9612,-0.4537,2.0,4,5,3,0,0,0,9,1,2,0.4475
24.0,3,5.0,3,68,0,2,8.0,2.0,3,-1.8176,-0.4537,2.0,3,8,4,1,1,0,0,3,2,0.1418
41.0,3,8.0,4,39,1,1,5.0,1.0,3,0.7516,-2.7762,2.0,5,8,4,1,0,4,4,1,2,0.1759
54.0,3,20.0,1,26,1,4,6.0,4.0,3,-1.8176,-0.4537,2.0,3,5,4,0,0,2,10,2,2,0.0112
22.0,3,3.0,2,52,1,3,7.0,1.0,3,-0.1048,-0.4537,2.0,3,8,5,0,1,1,3,1,2,0.2983
27.0,5,5.0,2,63,1,2,6.0,3.0,4,-1.8176,0.7075,2.0,3,8,4,1,0,3,5,2,3,0.1506
29.0,3,6.0,2,62,1,1,5.0,2.0,1,0.7516,1.8688,2.0,3,8,3,1,0,2,9,3,2,0.28
25.0,4,6.0,1,23,1,5,8.0,3.0,4,0.7516,-0.4537,1.0,5,8,3,1,1,3,10,1,2,0.1526
40.0,4,15.0,1,43,2,2,5.0,2.0,3,-0.1048,0.7075,2.0,3,8,3,1,0,2,2,1,2,0.0724
54.0,4,29.0,4,52,1,3,6.0,2.0,3,0.7516,0.7075,2.0,2,8,3,0,1,3,3,2,3,0.0904
26.0,3,3.0,3,60,1,2,5.0,2.0,3,1.6081,0.7075,2.0,4,7,3,0,0,3,2,1,3,0.1533
55.0,3,28.0,4,53,1,2,6.0,4.0,1,-0.1048,0.7075,2.0,3,8,3,1,0,2,3,0,3,0.0109
27.0,3,3.0,3,72,2,5,6.0,1.0,4,0.7516,-0.4537,2.0,3,7,4,0,0,3,10,0,2,0.2132
24.0,5,5.0,3,35,1,2,6.0,3.0,2,-0.1048,-1.615,1.0,3,8,5,1,0,3,3,3,3,0.1146
27.0,2,3.0,2,34,1,4,7.0,3.0,2,0.7516,-0.4537,2.0,2,6,4,1,0,3,9,2,2,0.2815
30.0,3,8.0,4,32,1,2,6.0,2.0,3,-0.1048,-1.615,1.0,4,8,3,0,0,4,3,1,3,0.2941
36.0,3,9.0,2,40,1,5,4.0,4.0,4,-1.8176,1.8688,2.0,2,8,4,0,1,3,2,1,2,0.1121
43.0,3,21.0,2,63,0,1,5.0,3.0,3,-1.8176,-0.4537,2.0,3,9,1,1,0,2,1,2,2,0.0642
21.0,2,2.0,2,49,0,5,4.0,3.0,3,-0.1048,-0.4537,1.0,2,7,3,0,0,1,2,0,3,0.7407
62.0,3,26.0,3,46,1,4,7.0,3.0,4,0.7516,0.7075,2.0,3,6,3,1,0,2,11,2,2,0.2801
53.0,4,18.0,2,51,1,3,5.0,2.0,3,-1.8176,0.7075,2.0,2,6,3,1,0,3,1,2,2,0.0052
60.0,3,34.0,1,41,2,4,5.0,2.0,4,0.7516,-0.4537,1.0,4,9,4,0,1,4,2,2,2,0.5216
28.0,2,5.0,4,55,0,3,1.0,4.0,2,1.6081,-0.4537,1.0,3,9,1,0,0,2,10,2,3,0.9121
57.0,4,27.0,1,25,1,2,2.0,4.0,3,0.7516,-0.4537,2.0,1,6,4,0,1,2,3,0,3,0.1273
22.0,3,3.0,3,63,1,1,8.0,4.0,4,-0.9612,0.7075,2.0,3,7,5,0,0,2,2,3,2,0.19
35.0,3,8.0,2,51,1,3,5.0,1.0,3,0.7516,-0.4537,2.0,1,5,4,1,1,2,3,3,3,0.2578
62.0,3,23.0,1,30,1,3,1.0,3.0,4,-0.1048,0.7075,1.0,2,6,3,0,0,2,3,1,2,0.1262
35.0,2,8.0,2,45,1,1,4.0,2.0,3,0.7516,0.7075,2.0,2,8,3,0,1,3,5,3,0,0.015
60.0,3,27.0,1,27,1,2,8.0,2.0,3,0.7516,-0.4537,1.0,3,7,3,0,0,3,3,1,3,0.1164
27.0,4,3.0,3,55,0,3,8.0,1.0,4,-0.1048,-0.4537,2.0,4,8,2,1,0,3,10,0,2,0.1111
63.0,4,31.0,4,72,0,3,4.0,2.0,3,0.7516,-0.4537,1.0,2,7,5,0,1,4,5,3,3,0.4639
31.0,4,7.0,4,56,1,2,4.0,2.0,3,-0.1048,-0.4537,2.0,3,5,3,0,0,4,10,0,3,0.6963
27.0,4,5.0,4,57,1,2,8.0,1.0,4,-0.9612,-0.4537,2.0,2,7,3,0,0,3,5,2,2,0.0205
52.0,5,29.0,2,32,1,1,5.0,2.0,3,1.6081,-0.4537,2.0,3,8,4,1,0,3,2,2,3,0.1277
20.0,2,1.0,1,36,1,3,5.0,4.0,3,1.6081,-2.7762,2.0,4,8,3,0,0,0,2,2,2,0.152
38.0,1,15.0,4,56,0,1,2.0,2.0,1,-0.1048,1.8688,2.0,3,7,3,0,1,2,3,2,2,0.1522
45.0,1,8.0,1,25,1,2,8.0,2.0,3,1.6081,-0.4537,2.0,3,9,3,0,0,1,2,3,2,0.2544
65.0,4,28.0,3,63,2,3,4.0,3.0,4,0.7516,-0.4537,2.0,3,8,3,1,0,4,10,0,3,0.0408
19.0,3,0.0,0,71,1,3,6.0,1.0,3,-1.8176,-0.4537,2.0,3,6,4,1,1,2,3,3,3,0.0105
46.0,3,22.0,4,24,0,3,9.0,3.0,3,0.7516,0.7075,2.0,3,8,1,1,0,4,0,2,3,0.1186
62.0,4,23.0,4,36,0,4,4.0,3.0,3,0.7516,0.7075,2.0,2,5,3,0,0,0,0,2,2,0.0252
52.0,4,27.0,4,65,1,2,5.0,3.0,4,0.7516,1.8688,1.0,3,8,3,0,0,4,7,2,3,0.1857
59.0,4,26.0,4,55,1,3,4.0,2.0,2,1.6081,-0.4537,1.0,3,7,3,0,0,3,2,0,2,0.2375
61.0,1,22.0,3,59,1,3,6.0,3.0,3,-0.1048,-1.615,2.0,4,7,5,0,0,4,3,2,3,0.059
46.0,3,12.0,2,44,0,2,7.0,3.0,2,-0.1048,0.7075,2.0,4,9,3,0,1,3,1,3,2,0.1051
47.0,4,23.0,3,71,1,1,8.0,1.0,4,0.7516,-0.4537,2.0,5,9,4,1,0,3,5,2,3,0.0698
35.0,3,12.0,1,36,1,4,8.0,3.0,4,-0.1048,-0.4537,2.0,2,9,5,0,1,3,10,0,2,0.0728
52.0,4,24.0,2,32,0,3,4.0,1.0,3,-0.9612,-2.7762,2.0,3,8,2,1,0,4,3,1,2,0.0069
50.0,3,22.0,1,39,0,2,5.0,3.0,3,-0.9612,-0.4537,2.0,3,5,5,1,1,2,10,2,2,0.0637
22.0,3,3.0,3,59,1,3,5.0,3.0,4,-0.1048,-0.4537,2.0,2,8,1,0,0,4,10,1,1,0.0015
29.0,3,5.0,3,26,0,1,6.0,3.0,3,-1.8176,-0.4537,1.0,1,8,3,1,0,4,5,3,2,0.0052
64.0,3,29.0,4,44,2,1,5.0,1.0,4,1.6081,0.7075,2.0,3,7,2,1,1,4,0,2,2,0.7474
19.0,4,0.0,0,63,0,1,9.0,3.0,4,-1.8176,-2.7762,2.0,2,6,1,0,0,4,1,2,2,0.2975
59.0,4,28.5,4,33,1,2,3.0,1.0,3,-0.9612,-0.4537,2.0,2,9,5,1,0,2,4,1,2,0.031
55.0,3,16.0,4,48,2,5,9.0,4.0,2,0.7516,-0.4537,2.0,3,8,3,0,0,2,5,0,2,0.181
43.0,3,14.0,3,34,0,2,2.0,4.0,3,-0.1048,0.7075,1.0,3,6,5,0,1,2,4,0,2,0.1092
45.0,3,16.0,2,36,1,1,2.0,1.0,3,-0.1048,0.7075,1.0,3,8,4,0,0,2,2,0,2,0.1196
65.0,4,40.0,2,63,1,3,4.0,1.0,3,-0.1048,0.7075,2.0,1,8,2,0,0,4,10,2,2,0.2914
40.0,3,11.0,4,70,2,2,8.0,3.0,3,-1.8176,0.7075,2.0,4,5,1,1,0,2,7,1,2,0.1566
28.0,3,5.0,3,28,1,3,6.0,2.0,3,-1.8176,0.7075,1.0,3,8,3,0,0,1,1,0,2,0.1789
63.0,4,30.0,4,65,1,3,8.0,1.0,4,0.7516,-0.4537,2.0,3,8,3,1,0,1,0,0,3,0.1777
25.0,3,6.0,3,41,0,2,6.0,3.0,3,-0.1048,-0.4537,2.0,3,8,3,1,1,3,0,2,2,0.0454
23.0,4,4.0,2,24,0,2,6.0,3.0,2,-0.1048,-0.4537,2.0,5,8,3,1,0,2,3,1,4,0.2961
37.0,3,6.0,1,23,1,2,9.0,3.0,3,-0.9612,0.7075,2.0,3,7,5,0,1,1,10,2,2,0.1419
47.0,3,10.0,3,65,1,5,7.0,3.0,2,0.7516,0.7075,2.0,5,5,4,0,0,1,9,3,2,0.0552
59.0,3,24.0,3,33,0,1,2.0,2.0,4,-0.9612,1.8688,2.0,3,9,3,0,0,1,5,0,3,0.0546
53.0,4,18.0,2,26,0,4,5.0,4.0,3,0.7516,-0.4537,2.0,4,6,4,0,0,2,2,1,3,0.1269
26.0,5,3.0,3,44,1,2,10.0,3.0,2,0.7516,0.7075,2.0,4,8,3,0,0,3,10,2,2,0.0251
25.0,4,6.0,1,72,1,3,7.0,1.0,2,-1.8176,0.7075,2.0,2,6,2,1,1,1,10,2,2,0.1654
28.0,3,4.0,4,40,1,3,7.0,4.0,3,0.7516,0.7075,2.0,2,8,5,0,0,1,9,1,2,0.3406
57.0,3,22.0,2,52,1,3,2.0,2.0,3,0.7516,-1.615,2.0,3,8,3,0,0,2,2,1,2,0.1294
52.0,1,15.0,1,61,2,3,8.0,1.0,5,0.7516,-0.4537,2.0,2,6,5,0,0,3,9,3,0,0.241
25.0,4,6.0,4,34,0,3,5.0,2.0,3,-0.1048,0.7075,2.0,2,7,2,1,0,1,7,2,3,0.0088
33.0,3,6.0,1,23,0,3,6.0,5.0,2,0.7516,-0.4537,2.0,4,5,2,1,1,3,5,2,3,0.0217
31.0,5,3.0,3,53,1,3,5.0,3.0,2,-0.1048,-0.4537,2.0,2,9,4,0,0,2,5,1,3,0.0635
32.0,3,3.0,3,62,1,2,1.0,3.0,3,1.6081,-0.4537,3.0,2,8,3,0,0,2,5,3,2,0.0656
52.0,4,27.0,2,62,0,3,9.0,1.0,3,-1.8176,0.7075,2.0,4,7,3,1,0,3,1,3,2,0.5053
38.0,1,14.0,1,33,0,2,7.0,4.0,4,-0.1048,1.8688,3.0,5,7,2,0,0,4,0,2,2,0.4288
27.0,4,4.0,4,22,1,2,4.0,4.0,3,0.7516,-0.4537,1.0,3,6,3,0,0,2,3,2,2,0.0778
47.0,1,22.0,4,51,1,2,5.0,2.0,3,-1.8176,0.7075,2.0,3,7,4,0,0,2,9,2,2,0.9479
21.0,5,2.0,2,54,1,1,6.0,4.0,3,-0.1048,-0.4537,1.0,3,6,5,0,0,4,5,3,1,0.3833
43.0,3,4.0,3,33,1,3,6.0,2.0,3,0.7516,0.7075,2.0,3,7,3,1,0,2,3,3,3,0.0929
52.0,3,20.0,1,68,1,3,6.0,3.0,5,-0.1048,0.7075,1.0,3,8,2,0,0,3,2,2,2,0.1976
39.0,4,12.0,4,60,1,2,4.0,3.0,3,0.7516,-1.615,3.0,2,8,1,1,1,3,3,1,3,0.0421
21.0,4,2.0,1,37,1,2,5.0,1.0,3,-0.1048,-0.4537,1.0,2,6,4,0,0,1,2,2,2,0.0593
32.0,3,6.0,2,64,1,4,1.0,2.0,2,-0.1048,0.7075,2.0,2,7,3,0,0,2,2,2,2,0.2796
28.0,4,6.0,4,36,1,1,3.0,4.0,3,0.7516,0.7075,2.0,3,8,4,0,0,3,10,1,2,0.253
48.0,3,25.0,3,42,0,2,5.0,2.0,3,-1.8176,0.7075,1.0,2,7,3,1,0,1,3,3,2,0.1072
63.0,2,30.0,3,40,2,3,6.0,2.0,3,-0.1048,1.8688,1.0,3,9,4,0,1,3,3,3,2,0.0542
26.0,3,3.0,2,60,2,2,6.0,1.0,3,-0.1048,0.7075,2.0,3,9,5,1,1,3,2,0,2,0.0432
25.0,4,6.0,2,33,0,2,7.0,2.0,2,-0.1048,-0.4537,2.0,4,7,3,0,1,4,9,3,3,0.152
54.0,4,16.0,2,67,0,1,9.0,4.0,4,1.6081,-0.4537,1.0,1,8,4,1,1,1,10,0,2,0.0475
54.0,4,18.0,4,50,1,3,4.0,3.0,3,0.7516,0.7075,1.0,4,7,3,1,0,3,1,1,2,0.018
53.0,4,21.0,2,52,0,2,9.0,2.0,3,0.7516,0.7075,2.0,2,6,3,1,1,0,3,0,2,0.1446
47.0,3,14.0,3,27,1,4,3.0,2.0,3,-0.1048,0.7075,2.0,2,7,3,0,0,2,3,1,2,0.084
35.0,3,7.0,2,51,0,4,4.0,1.0,3,-0.1048,0.7075,1.0,3,7,3,0,0,2,0,1,2,0.233
32.0,3,9.0,3,45,0,2,4.0,3.0,3,-0.1048,-0.4537,2.0,3,8,3,0,0,4,2,2,3,0.1877
52.0,4,22.0,4,45,1,3,7.0,1.0,1,-0.9612,0.7075,1.0,1,8,4,1,0,1,3,3,2,0.2776
48.0,4,18.0,4,40,1,3,4.0,1.0,3,0.7516,0.7075,3.0,2,7,3,1,1,1,9,1,3,0.0943
37.0,3,14.0,1,32,0,2,4.0,3.0,3,0.7516,-0.4537,2.0,1,7,2,1,1,2,2,1,2,0.1574
42.0,5,24.0,4,23,0,1,6.0,2.0,3,0.7516,-0.4537,1.0,2,5,3,1,0,2,5,0,3,0.0544
46.0,2,8.0,3,24,0,4,9.0,5.0,4,-0.9612,-1.615,2.0,4,7,3,1,1,1,3,3,2,0.1164
52.0,2,22.0,3,61,0,5,10.0,3.0,3,-0.1048,-0.4537,2.0,2,8,3,1,0,3,7,2,3,0.024
39.0,3,13.0,4,65,1,4,5.0,4.0,2,-0.1048,0.7075,2.0,3,8,3,1,1,4,10,0,4,0.1914
25.0,3,6.0,3,53,1,2,8.0,2.0,3,0.7516,-0.4537,2.0,2,8,3,0,0,2,6,0,3,0.331
32.0,3,5.0,1,35,1,1,9.0,4.0,3,0.7516,0.7075,2.0,2,8,3,0,0,2,3,1,3,0.2752
47.0,4,14.0,2,52,0,3,6.0,2.0,4,-0.9612,-1.615,2.0,3,6,4,0,0,3,2,0,3,0.0028
54.0,3,23.0,2,54,1,3,4.0,3.0,3,-1.8176,-0.4537,2.0,3,8,3,0,1,3,2,1,3,0.1242
64.0,1,35.0,4,74,1,3,8.0,2.0,3,-0.1048,0.7075,2.0,2,8,4,1,0,3,5,0,3,0.1058
32.0,3,4.0,3,68,1,2,10.0,4.0,3,0.7516,-1.615,1.0,3,8,5,1,0,3,2,0,4,0.0272
43.0,3,14.0,1,65,2,2,6.0,3.0,1,-0.9612,-0.4537,3.0,3,7,2,1,0,2,3,1,2,0.1831
45.0,5,17.0,2,59,0,1,9.0,1.0,3,-0.1048,-2.7762,2.0,3,7,4,0,0,2,5,2,3,0.5022
50.0,1,23.0,1,52,1,4,8.0,5.0,3,-0.1048,-0.4537,2.0,3,9,4,0,0,1,0,3,2,0.7465
45.0,4,12.0,3,27,0,1,6.0,5.0,3,-0.9612,-0.4537,1.0,3,7,4,1,0,3,3,3,3,0.1622
34.0,3,10.0,1,59,1,2,5.0,3.0,3,-1.8176,0.7075,3.0,2,7,3,1,0,2,9,2,2,0.1479
65.0,3,34.0,1,74,1,5,5.0,4.0,3,0.7516,0.7075,2.0,4,8,4,1,1,3,4,1,2,0.0218
39.0,1,14.0,2,36,1,5,4.0,3.0,4,0.7516,0.7075,2.0,2,8,3,1,0,2,3,3,3,0.59
32.0,3,10.0,2,30,1,2,6.0,2.0,3,0.7516,-0.4537,2.0,2,8,5,0,0,3,2,3,2,0.1892
65.0,5,41.0,2,30,1,2,5.0,2.0,2,0.7516,-0.4537,2.0,2,7,4,0,1,2,6,0,2,0.1934
47.0,3,15.0,1,34,1,3,8.0,3.0,4,0.7516,-0.4537,2.0,2,5,4,1,1,2,5,0,4,0.0958
38.0,4,12.0,3,29,1,2,10.0,2.0,3,0.7516,0.7075,2.0,4,8,3,1,0,2,10,3,3,0.1034
57.0,5,23.0,3,45,0,2,4.0,3.0,3,0.7516,0.7075,2.0,2,8,4,1,0,2,4,2,2,0.0015
27.0,4,4.0,4,34,1,1,1.0,2.0,3,-0.1048,-0.4537,2.0,1,8,4,0,0,1,1,0,2,0.0345
65.0,4,29.0,3,54,2,2,8.0,1.0,5,0.7516,-0.4537,3.0,4,8,3,0,0,2,8,0,0,0.165
50.0,4,14.0,4,56,0,3,5.0,4.0,3,0.7516,-1.615,1.0,3,8,3,0,1,4,5,1,3,0.1773
30.0,5,8.0,1,51,1,4,10.0,4.0,3,0.7516,0.7075,1.0,4,7,2,1,1,4,3,1,2,0.0768
40.0,4,15.0,4,60,1,3,9.0,1.0,1,-0.1048,0.7075,3.0,2,8,3,0,0,3,3,1,2,0.0608
42.0,3,4.0,4,60,1,3,6.0,2.0,3,0.7516,-0.4537,2.0,3,5,3,1,0,4,10,0,3,0.0026
40.0,4,17.0,2,51,2,4,10.0,2.0,3,0.7516,-0.4537,2.0,4,8,3,0,1,1,6,2,2,0.2505
61.0,3,30.0,4,42,1,2,8.0,1.0,5,-0.1048,-0.4537,2.0,5,8,3,0,1,1,4,0,1,0.2554
37.0,2,25.0,2,37,0,1,8.0,3.0,3,-1.8176,-0.4537,2.0,4,6,3,0,0,4,5,2,2,0.107
52.0,1,27.0,1,42,1,3,6.0,5.0,3,-0.1048,-0.4537,1.0,4,8,5,0,0,3,9,3,3,0.1007
61.0,4,24.0,2,31,1,2,2.0,3.0,3,-1.8176,0.7075,2.0,3,6,3,0,1,1,4,1,1,0.1007
45.0,1,19.0,2,29,2,2,5.0,1.0,3,-1.8176,0.7075,2.0,3,6,3,0,1,4,3,3,3,0.1201
49.0,4,25.0,3,60,0,2,8.0,2.0,5,0.7516,0.7075,2.0,2,5,4,0,1,4,6,1,4,0.2947
32.0,5,8.0,4,38,1,5,7.0,3.0,3,0.7516,0.7075,2.0,3,8,5,1,1,1,6,3,2,0.2253
35.0,3,10.0,2,30,0,3,3.0,2.0,3,-0.1048,-0.4537,2.0,1,9,4,1,0,3,3,0,3,0.2961
32.0,4,3.0,3,34,1,5,4.0,1.0,3,0.7516,0.7075,1.0,2,7,4,0,1,2,10,1,2,0.2976
49.0,3,16.0,2,24,1,2,7.0,1.0,3,-0.1048,-0.4537,1.0,3,7,3,1,1,2,9,0,1,0.2506
58.0,1,28.0,2,43,1,3,8.0,4.0,3,0.7516,-0.4537,1.0,3,6,4,0,0,4,3,3,2,0.0888
57.0,5,23.0,4,23,2,5,8.0,3.0,1,-1.8176,-0.4537,2.0,2,7,4,1,0,2,9,2,2,0.092
36.0,5,13.0,3,26,0,3,8.0,4.0,2,0.7516,-0.4537,2.0,3,9,4,1,0,1,11,1,3,0.0205
24.0,1,5.0,2,61,0,3,5.0,4.0,4,0.7516,-2.7762,2.0,2,7,4,1,0,1,7,3,4,0.2708
58.0,3,32.0,2,46,0,2,4.0,1.0,3,-0.1048,-1.615,2.0,2,6,3,0,0,2,10,1,3,0.0843
61.0,3,35.0,1,64,1,1,6.0,1.0,4,0.7516,1.8688,2.0,3,8,4,1,1,2,5,1,3,0.0382
29.0,5,5.0,2,69,0,5,4.0,1.0,4,1.6081,0.7075,3.0,2,8,3,0,0,4,8,0,2,0.1508
27.0,3,3.0,2,36,0,2,5.0,1.0,3,-1.8176,0.7075,2.0,2,8,3,1,0,3,5,1,2,0.2888
60.0,1,35.0,4,40,0,3,6.0,1.0,3,0.7516,-0.4537,2.0,3,8,4,0,0,3,9,0,1,0.0508
41.0,3,4.0,3,53,1,1,8.0,1.0,3,-1.8176,-0.4537,1.0,3,6,3,0,1,4,0,2,1,0.6779
38.0,3,25.0,3,50,1,2,6.0,2.0,3,1.6081,-1.615,1.0,4,7,3,1,0,3,10,1,3,0.0058
24.0,4,5.0,4,57,1,3,6.0,3.0,4,-0.1048,1.8688,1.0,2,7,3,1,1,3,3,0,3,0.0987
33.0,3,11.0,4,55,1,4,7.0,3.0,2,-1.8176,-0.4537,2.0,2,7,4,0,1,3,5,1,3,0.1794
45.0,1,23.0,4,57,1,3,10.0,3.0,3,-0.1048,-0.4537,2.0,3,7,3,0,0,1,2,1,2,0.1042
37.0,3,14.0,4,59,2,1,4.0,3.0,4,-0.1048,0.7075,2.0,2,7,3,1,1,2,3,1,3,0.1446
34.0,3,8.0,3,61,0,2,6.0,1.0,3,-0.9612,0.7075,2.0,3,8,5,0,0,1,3,2,0,0.1464
50.0,5,12.0,4,61,1,3,5.0,1.0,2,0.7516,0.7075,2.0,2,8,3,0,0,1,10,3,2,0.0889
36.0,3,13.0,3,65,1,5,6.0,1.0,3,-1.8176,0.7075,3.0,3,7,3,0,1,3,5,1,3,0.1789
32.0,3,6.0,4,33,1,1,7.0,4.0,3,0.7516,0.7075,2.0,2,8,3,1,1,2,0,1,2,0.359
63.0,3,35.0,1,42,1,3,5.0,3.0,3,-0.1048,-1.615,2.0,3,8,3,0,0,4,9,0,2,0.0207
60.0,4,27.0,3,52,0,1,10.0,2.0,3,-0.1048,-0.4537,2.0,1,6,2,0,0,3,4,1,3,0.0817
38.0,2,3.0,3,29,0,4,5.0,1.0,3,-0.1048,0.7075,1.0,5,7,5,1,0,2,5,2,2,0.3128
63.0,4,32.0,1,22,2,1,9.0,3.0,2,0.7516,0.7075,2.0,1,8,5,1,0,2,9,3,2,0.0583
29.0,4,6.0,1,25,1,3,4.0,3.0,3,0.7516,-0.4537,2.0,3,6,1,0,1,2,3,3,2,0.037
37.0,5,10.0,1,45,0,2,8.0,3.0,4,0.7516,-0.4537,2.0,2,9,3,0,0,1,2,3,2,0.191
38.0,3,22.0,3,72,0,3,8.0,3.0,4,1.6081,-0.4537,2.0,3,8,2,0,1,0,8,3,3,0.1742
41.0,4,4.0,3,71,1,3,8.0,1.0,3,0.7516,-0.4537,3.0,3,5,3,1,1,4,10,1,3,0.1592
49.0,4,26.0,3,56,1,3,7.0,1.0,2,1.6081,1.8688,3.0,2,9,3,0,1,4,8,1,3,0.0676
24.0,3,5.0,2,46,2,1,6.0,3.0,2,-1.8176,0.7075,1.0,4,5,2,0,1,0,0,3,2,0.159
37.0,3,9.0,3,34,1,2,6.0,4.0,2,-0.1048,-0.4537,2.0,3,6,3,0,0,3,2,1,3,0.2154
41.0,3,15.0,1,23,1,4,8.0,2.0,3,-0.1048,-0.4537,3.0,2,8,3,0,0,4,3,1,2,0.1024
22.0,3,3.0,3,34,0,5,4.0,3.0,4,0.7516,0.7075,2.0,1,6,3,0,0,0,3,1,2,0.149
42.0,2,17.0,1,50,1,1,9.0,4.0,3,0.7516,-0.4537,3.0,1,6,3,0,0,0,9,1,2,0.006
20.0,3,1.0,1,34,0,2,6.0,2.0,1,-1.8176,0.7075,2.0,3,8,4,0,0,3,5,2,3,0.2774
27.0,3,5.0,2,45,1,3,7.0,1.0,5,-0.1048,-0.4537,1.0,4,8,3,0,1,2,10,3,0,0.0281
26.0,3,4.0,2,66,1,1,3.0,1.0,3,0.7516,-0.4537,2.0,5,6,3,0,0,1,5,1,2,0.0742
42.0,5,14.0,1,29,1,3,8.0,2.0,4,-0.1048,-0.4537,2.0,2,5,3,1,1,3,3,2,3,0.1501
20.0,2,1.0,1,38,0,1,4.0,4.0,2,0.7516,0.7075,2.0,2,7,5,0,0,1,3,0,2,0.1506
56.0,2,17.0,4,60,2,4,9.0,4.0,4,-0.1048,1.8688,2.0,3,7,3,0,0,3,9,0,2,0.1335
59.0,3,35.0,1,23,0,5,6.0,1.0,3,-0.1048,-0.4537,2.0,3,8,3,0,0,2,8,1,3,0.4084
33.0,1,11.0,2,39,1,5,4.0,1.0,4,0.7516,0.7075,1.0,3,7,3,0,0,2,3,0,3,0.1262
39.0,3,16.0,3,35,2,3,4.0,3.0,2,0.7516,-0.4537,2.0,2,8,1,0,0,4,9,2,3,0.0031
28.0,4,6.0,1,29,1,3,10.0,3.0,3,-0.1048,-0.4537,2.0,2,8,3,0,0,0,3,0,2,0.1985
39.0,4,17.0,4,73,0,4,5.0,1.0,2,0.7516,-0.4537,2.0,5,8,2,1,0,1,1,3,3,0.0589
32.0,4,6.0,1,66,2,4,5.0,1.0,3,-0.1048,-0.4537,1.0,3,8,3,1,1,2,2,0,2,0.2676
59.0,4,32.0,4,70,1,2,3.0,1.0,3,0.7516,-1.615,2.0,3,9,3,0,1,3,9,2,4,0.0655
37.0,3,13.0,1,40,1,3,6.0,1.0,3,-0.9612,-0.4537,2.0,4,5,3,0,0,1,3,1,2,0.6041
58.0,1,26.0,2,20,0,1,8.0,2.0,3,-0.1048,-0.4537,2.0,2,7,3,0,1,2,7,1,4,0.1011
29.0,3,6.0,3,68,0,2,9.0,2.0,1,0.7516,-0.4537,2.0,3,5,3,0,1,2,2,3,3,0.0836
30.0,3,6.0,3,43,0,2,7.0,3.0,3,0.7516,-0.4537,3.0,3,8,2,1,1,1,10,3,3,0.477
42.0,3,13.0,2,72,1,3,8.0,1.0,3,0.7516,1.8688,2.0,4,9,5,1,0,4,0,0,2,0.0267
31.0,4,3.0,1,32,1,3,6.0,3.0,4,-1.8176,-0.4537,2.0,2,5,5,1,0,2,2,1,2,0.0019
38.0,1,16.0,3,20,1,4,6.0,5.0,3,-0.1048,-0.4537,2.0,2,8,3,0,1,0,3,3,2,0.0814
20.0,3,1.0,1,69,1,2,3.0,1.0,2,-0.1048,1.8688,2.0,2,6,4,0,1,4,9,2,2,0.0252
54.0,4,28.0,2,31,1,1,4.0,3.0,2,0.7516,-0.4537,2.0,1,6,3,1,0,1,0,2,3,0.0103
19.0,5,0.0,0,29,1,1,7.0,3.0,1,-0.9612,-2.7762,1.0,2,5,3,1,1,2,0,1,2,0.2367
25.0,5,6.0,1,39,1,1,5.0,4.0,2,-0.1048,-0.4537,2.0,4,7,3,1,1,3,2,2,3,0.2262
30.0,4,7.0,1,26,2,5,7.0,1.0,3,-0.9612,-0.4537,2.0,4,7,3,1,0,2,10,1,0,0.1147
38.0,4,6.0,3,45,1,5,2.0,2.0,3,0.7516,-0.4537,1.0,4,9,3,1,0,1,2,1,2,0.1042
37.0,3,13.0,1,52,1,2,7.0,3.0,5,-0.1048,-0.4537,2.0,4,7,3,1,0,4,2,3,2,0.1553
60.0,3,37.0,3,70,1,2,8.0,3.0,2,-0.9612,-0.4537,1.0,3,6,5,0,0,4,1,1,2,0.7329
52.0,2,20.0,2,40,0,4,6.0,3.0,3,-0.9612,-0.4537,2.0,3,8,3,0,1,2,3,2,2,0.1594
19.0,4,0.0,0,65,1,2,5.0,2.0,3,0.7516,0.7075,2.0,3,8,3,0,0,1,0,1,3,0.1494
47.0,3,14.0,3,23,0,3,7.0,2.0,3,-1.8176,-0.4537,2.0,4,6,5,0,0,3,10,0,3,0.1894
37.0,3,16.0,1,56,1,3,8.0,3.0,4,-0.1048,0.7075,2.0,1,8,3,1,0,0,9,1,2,0.5073
37.0,3,10.0,1,49,1,5,10.0,1.0,3,1.6081,0.7075,2.0,2,9,3,0,0,3,2,1,4,0.1327
24.0,3,5.0,4,52,1,3,2.0,5.0,4,0.7516,-0.4537,2.0,2,6,3,1,1,3,7,2,2,0.031
31.0,4,8.0,3,45,0,2,8.0,3.0,3,-0.9612,-0.4537,2.0,4,9,5,0,0,0,3,2,3,0.1804
48.0,1,18.0,1,52,0,2,5.0,3.0,3,-0.9612,-0.4537,2.0,2,7,3,0,1,3,2,0,3,0.15
